ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
217256_x_at	2.28E-01	9.59E-02	1.693207	-4.99729	0.2709216		
216030_s_at	2.28E-01	9.60E-02	-1.693198	-4.99731	-0.7977227	SEMG2	semenogelin II
219499_at	2.28E-01	9.60E-02	1.693102	-4.99746	0.5826118	SEC61A2	Sec61 translocon alpha 2 subunit
204927_at	2.28E-01	9.61E-02	1.692583	-4.99829	0.6635797	RASSF7	Ras association domain family member 7
209803_s_at	2.28E-01	9.61E-02	1.692486	-4.99844	0.7274492	PHLDA2	pleckstrin homology like domain family A member 2
220897_at	2.28E-01	9.61E-02	-1.692481	-4.99845	-0.5075863		
217194_at	2.29E-01	9.61E-02	-1.692405	-4.99857	-1.0819737	RASAL2	RAS protein activator like 2
204717_s_at	2.29E-01	9.61E-02	-1.692279	-4.99877	-0.7071491	SLC29A2	solute carrier family 29 member 2
218687_s_at	2.29E-01	9.62E-02	-1.692151	-4.99898	-0.6829984	MUC13	"mucin 13, cell surface associated"
203274_at	2.29E-01	9.62E-02	1.691987	-4.99924	0.3028718	F8A3///F8A2///F8A1	coagulation factor VIII-associated 3///coagulation factor VIII-associated 2///coagulation factor VIII-associated 1
215165_x_at	2.29E-01	9.62E-02	-1.691798	-4.99954	-0.2661257	UMPS	uridine monophosphate synthetase
222134_at	2.29E-01	9.63E-02	-1.691636	-4.99979	-0.6150024	DDO	D-aspartate oxidase
211715_s_at	2.29E-01	9.63E-02	-1.691611	-4.99983	-0.6507812	BDH1	"3-hydroxybutyrate dehydrogenase, type 1"
214713_at	2.29E-01	9.63E-02	-1.691498	-5.00001	-0.5019759	YLPM1	YLP motif containing 1
220480_at	2.29E-01	9.63E-02	-1.69148	-5.00004	-0.5953409	HAND2	heart and neural crest derivatives expressed 2
201814_at	2.29E-01	9.63E-02	1.691189	-5.0005	0.2858683	TBC1D5	TBC1 domain family member 5
219836_at	2.29E-01	9.64E-02	-1.690989	-5.00082	-0.76105	ZBED2	zinc finger BED-type containing 2
209888_s_at	2.29E-01	9.65E-02	-1.690497	-5.00161	-0.6437958	MYL1	myosin light chain 1
204951_at	2.29E-01	9.65E-02	-1.690131	-5.00219	-0.6565974	RHOH	ras homolog family member H
200989_at	2.29E-01	9.66E-02	1.690068	-5.00229	0.3432963	HIF1A	hypoxia inducible factor 1 alpha subunit
215073_s_at	2.29E-01	9.66E-02	-1.689973	-5.00244	-0.5255965	NR2F2	nuclear receptor subfamily 2 group F member 2
216255_s_at	2.29E-01	9.66E-02	-1.689769	-5.00276	-0.4891471	GRM8	glutamate metabotropic receptor 8
40569_at	2.29E-01	9.66E-02	1.689727	-5.00283	0.2938601	MZF1	myeloid zinc finger 1
211660_at	2.29E-01	9.66E-02	-1.689632	-5.00298	-0.4398452	POU2F2	POU class 2 homeobox 2
207177_at	2.29E-01	9.67E-02	-1.689534	-5.00313	-0.7489999	PTGFR	prostaglandin F receptor
209591_s_at	2.29E-01	9.67E-02	-1.689346	-5.00343	-0.7129545	BMP7	bone morphogenetic protein 7
213434_at	2.30E-01	9.68E-02	-1.689003	-5.00398	-0.2582827	STX2	syntaxin 2
202673_at	2.30E-01	9.68E-02	1.688957	-5.00405	0.3142063	DPM1	"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
203921_at	2.30E-01	9.68E-02	-1.688952	-5.00406	-0.356822	CHST2	carbohydrate sulfotransferase 2
209353_s_at	2.30E-01	9.68E-02	-1.688942	-5.00407	-0.636652		
216737_at	2.30E-01	9.68E-02	-1.688838	-5.00424	-0.9251072		
210398_x_at	2.30E-01	9.68E-02	-1.688717	-5.00443	-0.4613272	FUT6	fucosyltransferase 6
218713_at	2.30E-01	9.68E-02	1.688597	-5.00462	0.2532579	ICE2	interactor of little elongation complex ELL subunit 2
221729_at	2.30E-01	9.68E-02	1.688585	-5.00464	0.6920648	COL5A2	collagen type V alpha 2 chain
221434_s_at	2.30E-01	9.69E-02	1.688295	-5.0051	0.4529189	SLIRP	SRA stem-loop interacting RNA binding protein
216261_at	2.30E-01	9.69E-02	-1.688294	-5.0051	-0.4617337	ITGB3	integrin subunit beta 3
214112_s_at	2.30E-01	9.69E-02	1.688255	-5.00516	0.2222306	CXorf40B///CXorf40A	chromosome X open reading frame 40B///chromosome X open reading frame 40A
221179_at	2.30E-01	9.69E-02	-1.688189	-5.00527	-0.5939729	PRORY	"proline rich, Y-linked"
201749_at	2.30E-01	9.69E-02	-1.688053	-5.00549	-0.6438534	ECE1	endothelin converting enzyme 1
201883_s_at	2.30E-01	9.70E-02	-1.687867	-5.00578	-0.3660968	B4GALT1	"beta-1,4-galactosyltransferase 1"
217470_at	2.30E-01	9.70E-02	-1.687597	-5.00621	-0.7674283		
215273_s_at	2.30E-01	9.71E-02	1.687362	-5.00658	0.7990039	TADA3	transcriptional adaptor 3
214472_at	2.30E-01	9.71E-02	1.687298	-5.00668	0.9861527	HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD	"histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a///histone cluster 1, H2ad"
218817_at	2.30E-01	9.71E-02	1.687211	-5.00682	0.3637588	SPCS3	signal peptidase complex subunit 3
221197_s_at	2.30E-01	9.71E-02	-1.687151	-5.00692	-0.5757523	CHAT	choline O-acetyltransferase
204032_at	2.30E-01	9.71E-02	1.687115	-5.00697	0.4348576	BCAR3	breast cancer anti-estrogen resistance 3
204740_at	2.30E-01	9.71E-02	-1.687053	-5.00707	-0.653364	CNKSR1	connector enhancer of kinase suppressor of Ras 1
212511_at	2.30E-01	9.72E-02	1.686891	-5.00733	0.450372	PICALM	phosphatidylinositol binding clathrin assembly protein
216082_at	2.30E-01	9.72E-02	-1.686797	-5.00748	-0.5225063	NEU3	neuraminidase 3
219198_at	2.30E-01	9.72E-02	-1.68675	-5.00755	-0.4273585	GTF3C4	general transcription factor IIIC subunit 4
211043_s_at	2.30E-01	9.72E-02	1.686718	-5.0076	0.7075315	CLTB	clathrin light chain B
216344_at	2.30E-01	9.72E-02	-1.686529	-5.0079	-0.5482188	NPHP4	nephronophthisis 4
203558_at	2.30E-01	9.73E-02	1.686431	-5.00806	0.5665337	CUL7	cullin 7
218283_at	2.30E-01	9.73E-02	-1.686317	-5.00824	-0.271727	SS18L2	SS18 like 2
220326_s_at	2.30E-01	9.73E-02	-1.686197	-5.00843	-0.6206619	ARHGEF40	Rho guanine nucleotide exchange factor 40
213781_at	2.30E-01	9.73E-02	-1.686097	-5.00859	-0.3963744	PPP1R37	protein phosphatase 1 regulatory subunit 37
203601_s_at	2.30E-01	9.73E-02	-1.686085	-5.00861	-0.4175105	ZBTB17	zinc finger and BTB domain containing 17
206368_at	2.30E-01	9.73E-02	-1.686021	-5.00871	-0.8350709	CPLX2	complexin 2
201583_s_at	2.30E-01	9.74E-02	-1.685883	-5.00893	-0.273664	SEC23B	"Sec23 homolog B, coat complex II component"
220131_at	2.30E-01	9.74E-02	-1.68556	-5.00944	-0.3604947	FXYD7	FXYD domain containing ion transport regulator 7
208689_s_at	2.30E-01	9.74E-02	1.685446	-5.00962	0.4341414	RPN2	ribophorin II
221114_at	2.30E-01	9.75E-02	-1.685252	-5.00993	-0.5962559	AMBN	ameloblastin
210467_x_at	2.30E-01	9.75E-02	-1.685215	-5.00998	-0.6445032	MAGEA12	MAGE family member A12
215747_s_at	2.30E-01	9.75E-02	-1.685208	-5.01	-0.6093884	RCC1	regulator of chromosome condensation 1
220508_at	2.30E-01	9.75E-02	-1.685201	-5.01001	-0.6140557	CCT8L2	chaperonin containing TCP1 subunit 8 like 2
215815_at	2.30E-01	9.75E-02	-1.684978	-5.01036	-0.4506574	BUD31	BUD31 homolog
213044_at	2.30E-01	9.76E-02	1.684862	-5.01054	0.3038903	ROCK1	Rho associated coiled-coil containing protein kinase 1
200001_at	2.31E-01	9.76E-02	1.684738	-5.01074	0.5732058	CAPNS1	calpain small subunit 1
207378_at	2.31E-01	9.76E-02	-1.684735	-5.01074	-0.5778772	TREH	trehalase
218547_at	2.31E-01	9.77E-02	-1.684229	-5.01155	-0.4834316	DHDDS	dehydrodolichyl diphosphate synthase subunit
219513_s_at	2.31E-01	9.77E-02	-1.684214	-5.01157	-0.7208752	SH2D3A	SH2 domain containing 3A
207371_at	2.31E-01	9.77E-02	-1.684129	-5.0117	-0.7641934		
200640_at	2.31E-01	9.77E-02	1.684079	-5.01178	0.367188	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
209961_s_at	2.31E-01	9.78E-02	-1.683826	-5.01218	-0.3706154	HGF	hepatocyte growth factor
207414_s_at	2.31E-01	9.78E-02	1.683543	-5.01263	0.877908	LOC100507472///PCSK6	uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6
208446_s_at	2.31E-01	9.79E-02	-1.683274	-5.01306	-0.4247592	ZFYVE9	zinc finger FYVE-type containing 9
214355_x_at	2.31E-01	9.79E-02	-1.683139	-5.01327	-0.3219369	CTAGE8///CTAGE4///CTAGE9///CTAGE15	CTAGE family member 8///CTAGE family member 4///CTAGE family member 9///CTAGE family member 15
214026_s_at	2.31E-01	9.79E-02	-1.68304	-5.01343	-0.6054748	SPRED2	sprouty related EVH1 domain containing 2
203189_s_at	2.31E-01	9.79E-02	1.682949	-5.01357	0.7626898	MIR7113///MIR4691///NDUFS8	microRNA 7113///microRNA 4691///NADH:ubiquinone oxidoreductase core subunit S8
215483_at	2.31E-01	9.80E-02	1.682499	-5.01428	0.9058332	AKAP9	A-kinase anchoring protein 9
222277_at	2.31E-01	9.80E-02	-1.682412	-5.01442	-0.5111895	C1QTNF9B-AS1	C1QTNF9B antisense RNA 1
220389_at	2.31E-01	9.81E-02	-1.682232	-5.01471	-0.7302563	CCDC81	coiled-coil domain containing 81
210127_at	2.31E-01	9.81E-02	1.682028	-5.01503	0.5519288	RAB6B	"RAB6B, member RAS oncogene family"
203450_at	2.31E-01	9.81E-02	-1.681863	-5.01529	-0.2694461	CBY1	"chibby family member 1, beta catenin antagonist"
200067_x_at	2.31E-01	9.82E-02	1.681786	-5.01541	0.2237655	SNX3	sorting nexin 3
203273_s_at	2.31E-01	9.82E-02	1.681764	-5.01545	0.3720955	TUSC2	tumor suppressor candidate 2
210255_at	2.31E-01	9.82E-02	-1.681655	-5.01562	-0.4447829	RAD51B	RAD51 paralog B
34031_i_at	2.32E-01	9.83E-02	1.681007	-5.01665	0.6689307	KRIT1	"KRIT1, ankyrin repeat containing"
218344_s_at	2.32E-01	9.84E-02	1.680641	-5.01722	0.412472	RCOR3	REST corepressor 3
217601_at	2.32E-01	9.84E-02	-1.680514	-5.01742	-0.6189449	NUP188	nucleoporin 188
221632_s_at	2.32E-01	9.84E-02	1.680487	-5.01747	0.6789612	WDR4	WD repeat domain 4
220842_at	2.32E-01	9.84E-02	1.680286	-5.01778	0.8436755	AHI1	Abelson helper integration site 1
206042_x_at	2.32E-01	9.85E-02	1.680208	-5.01791	0.4105329	SNURF///SNRPN	SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N
217893_s_at	2.32E-01	9.85E-02	1.680139	-5.01802	0.7511333	AKIRIN1	akirin 1
220281_at	2.32E-01	9.85E-02	-1.679986	-5.01826	-0.9396183	SLC12A1	solute carrier family 12 member 1
203828_s_at	2.32E-01	9.86E-02	-1.679707	-5.0187	-0.8556647	IL32	interleukin 32
218474_s_at	2.32E-01	9.86E-02	1.679531	-5.01898	0.5627831	KCTD5	potassium channel tetramerization domain containing 5
207530_s_at	2.32E-01	9.86E-02	-1.679399	-5.01919	-0.6866667	CDKN2B	cyclin dependent kinase inhibitor 2B
207389_at	2.32E-01	9.87E-02	-1.679258	-5.01941	-0.3448633	GP1BA	glycoprotein Ib platelet alpha subunit
207523_at	2.32E-01	9.87E-02	-1.6792	-5.0195	-0.7993373	C6orf10	chromosome 6 open reading frame 10
216586_at	2.32E-01	9.87E-02	-1.679127	-5.01962	-0.7484535	UNGP2	uracil-DNA glycosylase pseudogene 2
221013_s_at	2.32E-01	9.88E-02	-1.678744	-5.02022	-0.5539706	APOL2	apolipoprotein L2
211737_x_at	2.33E-01	9.88E-02	-1.678406	-5.02075	-0.4652818	PTN	pleiotrophin
222376_at	2.33E-01	9.89E-02	-1.677946	-5.02148	-0.3010393		
204591_at	2.33E-01	9.89E-02	-1.677869	-5.0216	-0.8720332	CHL1	cell adhesion molecule L1 like
206005_s_at	2.33E-01	9.89E-02	1.677753	-5.02178	0.611037	CEP162	centrosomal protein 162
216429_at	2.33E-01	9.90E-02	-1.677598	-5.02203	-0.7065115		
213778_x_at	2.33E-01	9.90E-02	-1.677353	-5.02242	-0.6064877	ZNF276	zinc finger protein 276
212870_at	2.33E-01	9.91E-02	-1.677183	-5.02268	-0.2583651	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2
216631_s_at	2.33E-01	9.91E-02	-1.677069	-5.02286	-0.6054105	HLA-DPA2	"major histocompatibility complex, class II, DP alpha 2 (pseudogene)"
217679_x_at	2.33E-01	9.91E-02	-1.677053	-5.02289	-0.4930433		
219624_at	2.33E-01	9.91E-02	1.676768	-5.02334	0.6028212	BAG4	BCL2 associated athanogene 4
207146_at	2.33E-01	9.92E-02	-1.676475	-5.0238	-0.537548	KRT32	keratin 32
215855_s_at	2.33E-01	9.92E-02	-1.676281	-5.02411	-0.4520162	TMF1	TATA element modulatory factor 1
208270_s_at	2.33E-01	9.93E-02	1.676123	-5.02436	0.3652924	RNPEP	arginyl aminopeptidase
220056_at	2.33E-01	9.93E-02	-1.676087	-5.02441	-0.3960621	IL22RA1	interleukin 22 receptor subunit alpha 1
215713_at	2.33E-01	9.93E-02	-1.676	-5.02455	-0.8436626		
207234_at	2.33E-01	9.93E-02	-1.675982	-5.02458	-0.6793988	RFX3	regulatory factor X3
221391_at	2.33E-01	9.93E-02	-1.675849	-5.02479	-0.39334	TAS2R14	taste 2 receptor member 14
32099_at	2.33E-01	9.93E-02	1.675832	-5.02481	0.4260904	SAFB2	scaffold attachment factor B2
222328_x_at	2.33E-01	9.93E-02	-1.675769	-5.02491	-0.4887405		
202438_x_at	2.33E-01	9.93E-02	-1.675719	-5.02499	-0.4043444	IDS	iduronate 2-sulfatase
209281_s_at	2.33E-01	9.94E-02	1.675589	-5.0252	0.4917973	ATP2B1	ATPase plasma membrane Ca2+ transporting 1
206936_x_at	2.33E-01	9.94E-02	-1.675405	-5.02549	-0.3609744		
201467_s_at	2.34E-01	9.95E-02	1.67513	-5.02592	1.1009184	NQO1	NAD(P)H quinone dehydrogenase 1
207005_s_at	2.34E-01	9.95E-02	-1.675057	-5.02604	-0.6039256	BCL2	"BCL2, apoptosis regulator"
214634_at	2.34E-01	9.95E-02	-1.675	-5.02613	-0.8737602	HIST1H4I	"histone cluster 1, H4i"
219370_at	2.34E-01	9.95E-02	1.674997	-5.02613	0.8052263	RPRM	"reprimo, TP53 dependent G2 arrest mediator candidate"
213783_at	2.34E-01	9.95E-02	-1.674758	-5.02651	-0.5456211	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
202761_s_at	2.34E-01	9.96E-02	-1.674193	-5.0274	-0.5237955	SYNE2	spectrin repeat containing nuclear envelope protein 2
219600_s_at	2.34E-01	9.97E-02	1.673669	-5.02822	0.2250583	TMEM50B	transmembrane protein 50B
221623_at	2.34E-01	9.98E-02	-1.673541	-5.02842	-0.7206603	BCAN	brevican
212419_at	2.34E-01	9.98E-02	-1.67336	-5.02871	-0.3673151	ZCCHC24	zinc finger CCHC-type containing 24
212569_at	2.34E-01	9.98E-02	-1.673227	-5.02892	-0.284698	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
212516_at	2.34E-01	9.98E-02	-1.673169	-5.02901	-0.4695121	ARAP1	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
207518_at	2.34E-01	9.99E-02	-1.673014	-5.02925	-0.7250375	DGKE	diacylglycerol kinase epsilon
215901_at	2.34E-01	9.99E-02	-1.672901	-5.02943	-0.7072653	ZNF81	zinc finger protein 81
207831_x_at	2.35E-01	1.00E-01	1.671978	-5.03088	0.7428229	DHPS	deoxyhypusine synthase
219899_x_at	2.35E-01	1.00E-01	-1.671938	-5.03095	-0.5455054	NDOR1	NADPH dependent diflavin oxidoreductase 1
212596_s_at	2.35E-01	1.00E-01	1.671881	-5.03104	0.5699791	HMGXB4	HMG-box containing 4
215695_s_at	2.35E-01	1.00E-01	-1.671836	-5.03111	-0.4726405	GYG2	glycogenin 2
210352_at	2.35E-01	1.00E-01	-1.671717	-5.03129	-0.7391261	BRD8	bromodomain containing 8
213280_at	2.35E-01	1.00E-01	1.671651	-5.0314	0.8929457	RAP1GAP2	RAP1 GTPase activating protein 2
216025_x_at	2.35E-01	1.00E-01	-1.671482	-5.03166	-0.3482778	CYP2C9	cytochrome P450 family 2 subfamily C member 9
205427_at	2.35E-01	1.00E-01	1.671466	-5.03169	0.4598807	ZNF354A	zinc finger protein 354A
204166_at	2.35E-01	1.00E-01	1.671312	-5.03193	0.6978999	SBNO2	strawberry notch homolog 2
208437_at	2.35E-01	1.00E-01	-1.670898	-5.03258	-0.6723987	CLCN1	chloride voltage-gated channel 1
201751_at	2.35E-01	1.00E-01	1.670638	-5.03299	0.456329	JOSD1	Josephin domain containing 1
201894_s_at	2.35E-01	1.00E-01	1.670478	-5.03324	0.3713898	SSR1	signal sequence receptor subunit 1
216396_s_at	2.35E-01	1.00E-01	1.670369	-5.03341	0.2072753	EI24	"EI24, autophagy associated transmembrane protein"
211101_x_at	2.35E-01	1.00E-01	-1.670181	-5.03371	-0.4767754	LILRA2	leukocyte immunoglobulin like receptor A2
207019_s_at	2.35E-01	1.00E-01	-1.669897	-5.03416	-0.6465405	AKAP4	A-kinase anchoring protein 4
218384_at	2.35E-01	1.01E-01	1.669867	-5.0342	0.5553555	CARHSP1	calcium regulated heat stable protein 1
220274_at	2.35E-01	1.01E-01	1.669818	-5.03428	0.4231912	IQCA1	IQ motif containing with AAA domain 1
202829_s_at	2.35E-01	1.01E-01	-1.66955	-5.0347	-0.321959	VAMP7	vesicle associated membrane protein 7
205448_s_at	2.35E-01	1.01E-01	1.669478	-5.03481	0.4983317	MAP3K12	mitogen-activated protein kinase kinase kinase 12
202945_at	2.35E-01	1.01E-01	1.669422	-5.0349	0.4541427	FPGS	folylpolyglutamate synthase
215729_s_at	2.35E-01	1.01E-01	-1.669331	-5.03504	-0.7143942	VGLL1	vestigial like family member 1
221599_at	2.36E-01	1.01E-01	1.668932	-5.03567	0.6074815	AAMDC	adipogenesis associated Mth938 domain containing
221777_at	2.36E-01	1.01E-01	-1.668668	-5.03609	-0.3155749	RITA1	RBPJ interacting and tubulin associated 1
210020_x_at	2.36E-01	1.01E-01	-1.668527	-5.03631	-0.5846344	CALML3	calmodulin like 3
222308_x_at	2.36E-01	1.01E-01	1.668307	-5.03665	0.898483		
204669_s_at	2.36E-01	1.01E-01	1.668285	-5.03669	0.8401182	RNF24	ring finger protein 24
206879_s_at	2.36E-01	1.01E-01	1.668272	-5.03671	0.7490506	NRG2	neuregulin 2
217025_s_at	2.36E-01	1.01E-01	1.668165	-5.03688	0.5466002	DBN1	drebrin 1
218312_s_at	2.36E-01	1.01E-01	-1.667757	-5.03752	-0.4253142	ZSCAN18	zinc finger and SCAN domain containing 18
216950_s_at	2.36E-01	1.01E-01	1.6677	-5.03761	0.4124592	FCGR1CP///FCGR1B///FCGR1A	"Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia"
206534_at	2.36E-01	1.01E-01	-1.667634	-5.03771	-0.7572275	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A
215078_at	2.36E-01	1.01E-01	1.667296	-5.03824	0.7882492	LOC100129518///SOD2	"uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial"
219626_at	2.36E-01	1.01E-01	-1.667223	-5.03835	-0.3354128	MAP7D3	MAP7 domain containing 3
217369_at	2.36E-01	1.01E-01	1.667109	-5.03853	0.4220508	LOC101930405///IGHG1	uncharacterized LOC101930405///immunoglobulin heavy constant gamma 1 (G1m marker)
218261_at	2.36E-01	1.01E-01	1.666752	-5.03909	0.6215104	AP1M2	adaptor related protein complex 1 mu 2 subunit
205529_s_at	2.36E-01	1.01E-01	-1.666642	-5.03927	-0.4755243	RUNX1T1	RUNX1 translocation partner 1
204621_s_at	2.36E-01	1.01E-01	-1.666623	-5.0393	-1.3457184	NR4A2	nuclear receptor subfamily 4 group A member 2
218042_at	2.36E-01	1.01E-01	-1.66658	-5.03936	-0.3030831	COPS4	COP9 signalosome subunit 4
222242_s_at	2.36E-01	1.01E-01	1.666553	-5.03941	0.4190849	KLK5	kallikrein related peptidase 5
208537_at	2.36E-01	1.01E-01	-1.6665	-5.03949	-0.4762827	S1PR2	sphingosine-1-phosphate receptor 2
208692_at	2.36E-01	1.01E-01	1.666396	-5.03965	0.4227783	RPS3	ribosomal protein S3
65588_at	2.36E-01	1.01E-01	-1.666158	-5.04003	-0.3595971	SNHG17	small nucleolar RNA host gene 17
214201_x_at	2.36E-01	1.01E-01	1.666113	-5.0401	0.5599229	PRRC2A	proline rich coiled-coil 2A
217158_at	2.36E-01	1.01E-01	-1.666084	-5.04014	-0.5025932	PTGER4P2-CDK2AP2P2	"PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene"
211608_at	2.36E-01	1.01E-01	-1.666018	-5.04024	-0.6769934		
204503_at	2.36E-01	1.01E-01	-1.665876	-5.04047	-0.4009477	EVPL	envoplakin
217382_at	2.37E-01	1.01E-01	-1.665643	-5.04083	-0.7359934	CLIC1P1	chloride intracellular channel 1 pseudogene 1
208595_s_at	2.37E-01	1.01E-01	-1.665478	-5.04109	-0.4126799	MBD1	methyl-CpG binding domain protein 1
215976_at	2.37E-01	1.01E-01	-1.665329	-5.04132	-0.9090128		
221736_at	2.37E-01	1.01E-01	-1.664886	-5.04202	-0.2416705	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit
210498_at	2.37E-01	1.02E-01	-1.664829	-5.04211	-0.8056687	CLTC	clathrin heavy chain
214199_at	2.37E-01	1.02E-01	-1.664701	-5.04231	-1.4558681	SFTPD	surfactant protein D
202482_x_at	2.37E-01	1.02E-01	-1.664638	-5.04241	-0.5821583	RANBP1	RAN binding protein 1
201390_s_at	2.37E-01	1.02E-01	1.664552	-5.04254	0.2830215	CSNK2B	casein kinase 2 beta
202241_at	2.37E-01	1.02E-01	-1.664532	-5.04257	-0.593738	TRIB1	tribbles pseudokinase 1
212937_s_at	2.37E-01	1.02E-01	1.664489	-5.04264	0.7606453	COL6A1	collagen type VI alpha 1 chain
201188_s_at	2.37E-01	1.02E-01	1.664458	-5.04269	0.4853431	ITPR3	"inositol 1,4,5-trisphosphate receptor type 3"
220219_s_at	2.37E-01	1.02E-01	1.664447	-5.04271	0.463375	LRRC37A2///LRRC37A3///LRRC37A4P///LRRC37A	"leucine rich repeat containing 37 member A2///leucine rich repeat containing 37 member A3///leucine rich repeat containing 37 member A4, pseudogene///leucine rich repeat containing 37A"
211439_at	2.37E-01	1.02E-01	-1.664367	-5.04283	-0.2386026	SRSF7	serine and arginine rich splicing factor 7
203013_at	2.37E-01	1.02E-01	1.664338	-5.04288	0.3528834	ECD	ecdysoneless cell cycle regulator
203082_at	2.37E-01	1.02E-01	1.664222	-5.04306	0.2791157	BMS1	"BMS1, ribosome biogenesis factor"
220987_s_at	2.37E-01	1.02E-01	1.66419	-5.04311	0.3134817	NUAK2///AKIP1	NUAK family kinase 2///A-kinase interacting protein 1
208181_at	2.37E-01	1.02E-01	-1.663866	-5.04362	-0.5067851	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	"histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i"
213626_at	2.37E-01	1.02E-01	-1.663759	-5.04378	-0.2329179	CBR4	carbonyl reductase 4
208008_at	2.37E-01	1.02E-01	-1.663699	-5.04388	-0.3989208	TBC1D29	TBC1 domain family member 29
220401_at	2.37E-01	1.02E-01	-1.663649	-5.04396	-0.8017011	FLJ21369	uncharacterized protein FLJ21369
210562_at	2.37E-01	1.02E-01	-1.663533	-5.04414	-0.4496507	GREB1	growth regulation by estrogen in breast cancer 1
219427_at	2.37E-01	1.02E-01	-1.663524	-5.04415	-0.5567377	FAT4	FAT atypical cadherin 4
212703_at	2.37E-01	1.02E-01	-1.66333	-5.04446	-0.5432368	TLN2	talin 2
207029_at	2.37E-01	1.02E-01	-1.662975	-5.04501	-0.5029504	KITLG	KIT ligand
216028_at	2.37E-01	1.02E-01	-1.662792	-5.0453	-0.3372098	DKFZP564C152	DKFZP564C152 protein
212209_at	2.37E-01	1.02E-01	1.662783	-5.04531	0.3921278	MED13L	mediator complex subunit 13 like
205781_at	2.37E-01	1.02E-01	-1.66278	-5.04532	-0.5515153	VPS9D1	VPS9 domain containing 1
215187_at	2.37E-01	1.02E-01	-1.662694	-5.04545	-0.6906869	LOC55338	uncharacterized LOC55338
220498_at	2.37E-01	1.02E-01	-1.662641	-5.04554	-0.564447	ACTL7B	actin like 7B
218469_at	2.37E-01	1.02E-01	-1.662343	-5.046	-0.662745	GREM1	"gremlin 1, DAN family BMP antagonist"
209045_at	2.37E-01	1.02E-01	1.662201	-5.04622	0.2971067	XPNPEP1	X-prolyl aminopeptidase 1
208806_at	2.37E-01	1.02E-01	1.66216	-5.04629	0.5507254	CHD3	chromodomain helicase DNA binding protein 3
220168_at	2.38E-01	1.02E-01	-1.661557	-5.04723	-0.7450307	CASC1	cancer susceptibility candidate 1
215437_x_at	2.38E-01	1.02E-01	-1.661236	-5.04773	-0.4046631	BAZ2A	bromodomain adjacent to zinc finger domain 2A
213392_at	2.38E-01	1.02E-01	1.661087	-5.04797	0.3690686	IQCK	IQ motif containing K
208633_s_at	2.38E-01	1.02E-01	1.661064	-5.048	0.7775128	MACF1	microtubule-actin crosslinking factor 1
208499_s_at	2.38E-01	1.02E-01	1.660973	-5.04815	0.6956761	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
220482_s_at	2.38E-01	1.02E-01	-1.660925	-5.04822	-0.7490491	SERGEF	secretion regulating guanine nucleotide exchange factor
219867_at	2.38E-01	1.02E-01	-1.660867	-5.04831	-0.6776335	CHODL	chondrolectin
207264_at	2.38E-01	1.02E-01	-1.660746	-5.0485	-0.4110891	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
212496_s_at	2.38E-01	1.02E-01	1.660738	-5.04851	0.7278291	KDM4B	lysine demethylase 4B
215171_s_at	2.38E-01	1.02E-01	1.660186	-5.04937	0.3073112	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
222241_at	2.38E-01	1.02E-01	-1.660137	-5.04945	-0.4894086	MVB12B	multivesicular body subunit 12B
209251_x_at	2.38E-01	1.02E-01	1.660121	-5.04948	0.3738518	TUBA1C	tubulin alpha 1c
